locus,gene_name,chr,orientation,start,end,goi
AT5G56300,GAMT2,5,F,22799507,22801692,False
AT5G56310,AT5G56310,5,F,22802316,22804377,False
AT5G56320,AT5G56320,5,F,22808641,22810237,False
AT5G56325,AT5G56325,5,F,22812213,22813263,False
AT5G56330,ACA8,5,F,22813768,22816162,False
AT5G56340,ATCRT1,5,F,22817560,22819657,False
AT5G56350,AT5G56350,5,R,22820006,22822766,False
AT5G56360,PSL4,5,R,22823302,22828025,False
AT5G56365,AT5G56365,5,F,22828131,22828204,False
AT5G56367,AT5G56367,5,F,22830446,22833244,False
AT5G56368,AT5G56368,5,F,22833964,22834645,False
AT5G56369,AT5G56369,5,F,22835446,22835823,False
AT5G56370,AT5G56370,5,R,22835982,22837941,False
AT5G56380,AT5G56380,5,R,22838672,22841015,False
AT5G56390,AT5G56390,5,R,22842790,22844273,False
AT5G56400,AT5G56400,5,R,22846069,22847615,False
AT5G56410,AT5G56410,5,R,22848508,22850331,False
AT5G56420,AT5G56420,5,R,22850584,22852740,False
AT5G56430,AT5G56430,5,R,22853323,22854575,False
AT5G56440,AT5G56440,5,R,22855742,22857117,False
AT5G56450,PM-ANT,5,R,22858509,22860062,False
AT5G56452,AT5G56452,5,R,22860450,22861818,False
AT5G56460,PBL16,5,F,22865110,22867996,False
AT5G56470,GulLO7,5,F,22869060,22869958,False
AT5G56480,END2,5,R,22870326,22870817,False
AT5G56490,GulLO4,5,F,22871463,22873444,False
AT5G56500,Cpn60beta3,5,F,22873791,22877402,False
AT5G56510,PUM12,5,F,22881721,22883842,False
AT5G56520,AT5G56520,5,F,22885192,22886541,False
AT5G56530,AT5G56530,5,F,22889132,22891853,False
AT5G56540,AGP14,5,F,22893151,22893642,False
AT5G56544,AT5G56544,5,F,22894502,22895791,False
AT5G56550,OXS3,5,R,22895616,22896653,False
AT5G56560,AT5G56560,5,F,22899724,22901985,False
AT5G56570,AT5G56570,5,F,22902736,22904596,False
AT5G56580,MKK6,5,R,22904689,22906661,False
AT5G56590,AT5G56590,5,F,22907319,22909559,False
AT5G56600,PRF3,5,R,22909685,22910821,False
AT5G56605,AT5G56605,5,F,22915291,22916027,False
AT5G56610,PTPMT2,5,F,22916710,22918338,False
AT5G56620,SND5,5,R,22918521,22921139,False
AT5G56630,PFK7,5,F,22923922,22926963,False
AT5G56640,MIOX5,5,R,22927329,22929643,False
AT5G56650,ILL1,5,F,22930825,22932778,False
AT5G56660,ILL2,5,F,22933267,22935316,False
AT5G56670,RPS30C,5,R,22935211,22936060,False
AT5G56680,SYNC1,5,F,22936543,22939036,False
AT5G56690,AT5G56690,5,F,22939723,22941099,False
AT5G56700,AT5G56700,5,F,22941794,22943378,False
AT5G56710,AT5G56710,5,R,22943831,22944971,False
AT5G56720,c-NAD-MDH3,5,F,22945537,22946718,False
AT5G56730,AT5G56730,5,R,22946906,22952576,False
AT5G56740,HAG2,5,R,22952796,22955664,False
AT5G56745,AT5G56745,5,F,22955841,22955912,False
AT5G56747,AT5G56747,5,F,22956286,22957213,False
AT5G56750,NDL1,5,F,22957877,22960916,False
AT5G56760,SERAT1;1,5,R,22961309,22962660,False
AT5G56770,ET3,5,R,22962994,22963989,False
AT5G56780,ET2,5,R,22964265,22966241,False
AT5G56790,AT5G56790,5,F,22967939,22971536,False
AT5G56795,MT1B,5,R,22972042,22972449,False
AT5G56800,AT5G56800,5,F,22972989,22974308,False
AT5G56810,AT5G56810,5,F,22974520,22975992,False
AT5G56820,AT5G56820,5,F,22976334,22977838,False
AT5G56830,AT5G56830,5,F,22978331,22979059,False
AT5G56840,AT5G56840,5,F,22980693,22982342,False
AT5G56850,AT5G56850,5,R,22985193,22988013,False
AT5G56860,GNC,5,R,22989265,22991467,False
AT5G56865,AT5G56865,5,R,22997962,22998126,False
AT5G56870,BGAL4,5,F,23004196,23008649,False
AT5G56880,AT5G56880,5,R,23009098,23009709,False
AT5G56890,AT5G56890,5,R,23010523,23015671,False
AT5G56900,AtC3H64,5,R,23019326,23022670,False
AT5G56910,AT5G56910,5,F,23022922,23024205,False
AT5G56920,AT5G56920,5,F,23024896,23025915,False
AT5G56930,EMB1789,5,R,23027892,23030565,False
AT5G56940,AT5G56940,5,F,23030786,23032411,False
AT5G56950,NAP1;3,5,F,23032449,23035661,False
AT5G56960,AT5G56960,5,R,23038703,23041174,False
AT5G56970,CKX3,5,R,23044944,23048268,False
AT5G56975,AT5G56975,5,R,23054771,23054844,False
AT5G56980,AT5G56980,5,R,23056080,23057742,False
AT5G56990,AT5G56990,5,R,23060872,23062311,False
AT5G57000,AT5G57000,5,R,23063715,23065350,False
AT5G57010,AT5G57010,5,F,23068037,23070412,False
AT5G57015,ckl12,5,F,23071097,23074843,False
AT5G57020,NMT1,5,F,23074867,23076901,False
AT5G57030,LUT2,5,F,23077265,23080053,False
AT5G57035,AT5G57035,5,F,23080661,23083988,False
AT5G57040,GLXI-like;11,5,R,23083898,23085246,False
AT5G57050,ABI2,5,F,23087235,23089627,False
AT5G57060,AT5G57060,5,F,23090152,23091988,False
AT5G57070,AT5G57070,5,F,23096174,23098451,False
AT5G57080,AT5G57080,5,F,23098959,23099368,False
AT5G57090,EIR1,5,F,23100693,23104735,False
AT5G57100,AT5G57100,5,R,23106302,23108795,False
AT5G57110,ACA8,5,R,23109438,23117563,False
AT5G57120,AT5G57120,5,R,23122540,23124513,False
AT5G57123,AT5G57123,5,R,23126922,23127654,False
AT5G57126,AT5G57126,5,R,23135525,23139406,False
AT5G57130,SMXL5,5,F,23144980,23149568,False
AT5G57140,PAP28,5,F,23149880,23151370,False
AT5G57150,AT5G57150,5,F,23152174,23155066,False
AT5G57160,ATLIG4,5,R,23154965,23161746,False
AT5G57170,AT5G57170,5,R,23162071,23163280,False
AT5G57180,CIA2,5,F,23167842,23170999,False
AT5G57181,AT5G57181,5,F,23171062,23171160,False
AT5G57190,PSD2,5,R,23171531,23175364,False
AT5G57200,PICALM2a,5,F,23177696,23180601,False
AT5G57210,AT5G57210,5,R,23180833,23183811,False
AT5G57220,CYP81F2,5,F,23187840,23189857,False
AT5G57230,AT5G57230,5,F,23189994,23191617,False
AT5G57240,AT5G57240,5,F,23193163,23195476,False
AT5G57250,AT5G57250,5,R,23194833,23198524,False
AT5G57260,CYP71B10,5,R,23198637,23200318,False
AT5G57270,AT5G57270,5,R,23200614,23203792,False
AT5G57280,RID2,5,F,23204461,23206659,False
AT5G57290,P3B,5,R,23206802,23207926,False
AT5G57300,COQ5,5,R,23208477,23211139,False
AT5G57310,AT5G57310,5,F,23211030,23211620,False
AT5G57320,VLN5,5,F,23212690,23217549,False
AT5G57330,AT5G57330,5,F,23218214,23221089,False
AT5G57340,AT5G57340,5,F,23226086,23229282,False
AT5G57345,AtOxR,5,R,23229407,23230638,False
AT5G57350,HA3,5,R,23230879,23236572,False
AT5G57360,ZTL,5,F,23241427,23244590,False
AT5G57370,AT5G57370,5,F,23244734,23246420,False
AT5G57380,VIN3,5,R,23246395,23249504,False
AT5G57390,AIL5,5,R,23253459,23256450,False
AT5G57391,AT5G57391,5,F,23257065,23257184,False
AT5G57400,AT5G57400,5,R,23261985,23263457,False
AT5G57410,AT5G57410,5,R,23264314,23267883,False
AT5G57420,IAA33,5,F,23270024,23270990,False
AT5G57440,GS1,5,R,23271127,23272929,False
AT5G57450,XRCC3,5,R,23273093,23274976,False
AT5G57460,TML,5,F,23275169,23277488,False
AT5G57480,AT5G57480,5,R,23279406,23280968,False
AT5G57490,VDAC4,5,R,23283680,23285934,False
AT5G57500,AT5G57500,5,R,23286237,23287571,False
AT5G57510,AT5G57510,5,R,23289164,23289556,False
AT5G57520,ZFP2,5,F,23295964,23296683,False
AT5G57530,XTH12,5,R,23300321,23301605,False
AT5G57535,AT5G57535,5,R,23302415,23302549,False
AT5G57540,XTH13,5,R,23302996,23304049,False
AT5G57550,XTH25,5,R,23304888,23306421,False
AT5G57560,TCH4,5,R,23307130,23308282,False
AT5G57565,AT5G57565,5,F,23310284,23311564,False
AT5G57567,AT5G57567,5,R,23312045,23312399,False
AT5G57570,AT5G57570,5,R,23313436,23314415,False
AT5G57580,CBP60b,5,R,23314716,23318125,False
AT5G57590,BIO1,5,R,23318508,23322770,False
AT5G57610,AT5G57610,5,F,23324791,23329347,False
AT5G57620,MYB36,5,F,23334817,23336566,False
AT5G57625,AtCAPE5,5,F,23337850,23338807,False
AT5G57630,CIPK21,5,R,23340847,23343258,False
AT5G57640,AT5G57640,5,F,23344626,23345594,False
AT5G57650,AT5G57650,5,R,23345797,23346285,False
AT5G57655,AT5G57655,5,F,23346760,23350039,False
AT5G57660,COL5,5,F,23355464,23356989,False
AT5G57670,AT5G57670,5,R,23360400,23363757,False
AT5G57685,GDU3,5,R,23366004,23366867,False
AT5G57690,DGK4,5,R,23372063,23374469,False
AT5G57700,AT5G57700,5,F,23374874,23377142,False
AT5G57710,SMAX1,5,F,23384794,23388353,False
AT5G57720,REM15,5,R,23389745,23391620,False
AT5G57730,AT5G57730,5,R,23393382,23393510,False
AT5G57735,TASIR-ARF,5,F,23394005,23394500,False
AT5G57740,XBAT32,5,R,23394585,23397650,False
AT5G57747,AT5G57747,5,F,23399103,23399219,False
AT5G57750,ATL50,5,F,23399668,23400300,False
AT5G57760,AT5G57760,5,F,23400715,23401267,False
AT5G57770,FL8,5,R,23400864,23403130,False
AT5G57780,P1R1,5,R,23405324,23406351,False
AT5G57785,AT5G57785,5,R,23408896,23409422,False
AT5G57790,AOG1,5,R,23412025,23413627,False
AT5G57800,CER3,5,F,23420209,23424052,False
AT5G57810,TET15,5,R,23424270,23425647,False
AT5G57815,AT5G57815,5,F,23426668,23427856,False
AT5G57820,AT5G57820,5,F,23428601,23429346,False
AT5G57830,MyoB12,5,R,23429291,23430996,False
AT5G57840,AT5G57840,5,R,23432804,23435232,False
AT5G57850,ADCL,5,R,23435291,23437327,False
AT5G57860,AT5G57860,5,F,23437597,23439312,False
AT5G57870,eIFiso4G1,5,F,23439498,23443781,False
AT5G57880,MPS1,5,F,23443977,23447244,False
AT5G57885,AT5G57885,5,F,23445994,23446065,False
AT5G57887,AT5G57887,5,F,23446721,23447249,False
AT5G57890,AT5G57890,5,R,23447407,23449679,False
AT5G57900,SKIP1,5,R,23449711,23450933,False
AT5G57910,INB2B,5,R,23451149,23452614,False
AT5G57920,AT5G57920,5,F,23453599,23454397,False
AT5G57930,APO2,5,F,23454604,23456493,False
AT5G57940,CNGC5,5,F,23456565,23460613,False
AT5G57950,AT5G57950,5,F,23460709,23462388,False
AT5G57960,Hflx,5,R,23462770,23466503,False
AT5G57970,AT5G57970,5,F,23466718,23469015,False
AT5G57980,RPB5C,5,R,23469050,23469768,False
AT5G57990,UBP23,5,R,23470014,23474104,False
AT5G58000,RTN21,5,F,23477411,23479598,False
AT5G58003,CPL4,5,F,23479804,23482048,False
AT5G58005,AT5G58005,5,F,23482187,23483165,False
AT5G58010,LRL3,5,R,23483545,23484889,False
AT5G58020,RTF2,5,F,23485500,23486818,False
AT5G58030,TRAPPC5,5,R,23486777,23488620,False
AT5G58040,FIP1[V],5,F,23488748,23494000,False
AT5G58050,SVL4,5,R,23494249,23497581,False
AT5G58060,YKT61,5,F,23498139,23500384,False
AT5G58070,TIL,5,R,23500061,23501209,False
AT5G58080,RR18,5,R,23501785,23504143,False
AT5G58090,AT5G58090,5,R,23505366,23507288,False
AT5G58100,IEF,5,F,23507654,23515020,False
AT5G58110,AT5G58110,5,F,23515156,23516639,False
AT5G58120,DM10,5,F,23517492,23521067,False
AT5G58130,ROS3,5,R,23521049,23523797,False
AT5G58140,PHOT2,5,F,23524427,23533111,False
AT5G58150,AT5G58150,5,R,23530081,23532840,False
AT5G58160,FH13,5,F,23533701,23539465,False
AT5G58170,SVL5,5,R,23540049,23543345,False
AT5G58180,ATYKT62,5,F,23544011,23545760,False
AT5G58190,ECT10,5,F,23546329,23549605,False
AT5G58200,AT5G58200,5,F,23549550,23552052,False
AT5G58210,AT5G58210,5,F,23552094,23554402,False
AT5G58220,TTL,5,R,23554386,23555883,False
AT5G58230,MSI1,5,F,23556012,23558245,False
AT5G58240,FHIT,5,R,23558114,23559353,False
AT5G58250,EMB3143,5,F,23559474,23560513,False
AT5G58260,NdhN,5,R,23560876,23561944,False
AT5G58270,ABCB25,5,F,23562142,23567190,False
AT5G58280,AT5G58280,5,F,23567338,23568670,False
AT5G58290,RPT3,5,F,23569062,23571340,False
AT5G58300,KOIN,5,F,23571879,23575084,False
AT5G58310,MES18,5,R,23574992,23576084,False
AT5G58320,NET4A,5,F,23577439,23579786,False
AT5G58330,NADP-MDH,5,R,23579722,23582395,False
AT5G58340,AT5G58340,5,F,23582495,23585148,False
AT5G58350,WNK4,5,F,23584789,23587801,False
AT5G58360,OFP3,5,R,23590079,23590969,False
AT5G58370,EngB-3,5,F,23593117,23596026,False
AT5G58375,AT5G58375,5,F,23596272,23596960,False
AT5G58380,SIP1,5,R,23596962,23599242,False
AT5G58390,AT5G58390,5,R,23599567,23601325,False
AT5G58400,AT5G58400,5,R,23605202,23607028,False
AT5G58410,AT5G58410,5,F,23609663,23617386,False
AT5G58412,AT5G58412,5,F,23618109,23618345,False
AT5G58420,AT5G58420,5,F,23619506,23621094,False
AT5G58430,EXO70B1,5,R,23621183,23623444,False
AT5G58440,SNX2a,5,R,23623858,23626787,False
AT5G58450,TCU2,5,F,23626826,23632223,False
AT5G58460,CHX25,5,R,23632361,23635037,False
AT5G58465,MIR390B,5,F,23636947,23637066,False
AT5G58470,TAF15b,5,R,23637707,23640920,False
AT5G58480,AT5G58480,5,R,23641142,23642853,False
AT5G58490,AT5G58490,5,F,23643018,23644598,False
AT5G58495,AT5G58495,5,F,23644711,23644792,False
AT5G58500,LSH5,5,R,23645535,23646083,False
AT5G58510,AT5G58510,5,R,23648153,23654552,False
AT5G58520,AT5G58520,5,F,23655234,23658162,False
AT5G58530,AT5G58530,5,F,23660386,23661349,False
AT5G58540,AT5G58540,5,F,23663136,23665317,False
AT5G58550,EOL2,5,R,23665182,23668474,False
AT5G58560,FOLK,5,F,23670395,23672877,False
AT5G58570,AT5G58570,5,R,23672695,23673287,False
AT5G58575,SGF11,5,F,23674000,23675498,False
AT5G58580,ATL63,5,R,23676906,23677832,False
AT5G58590,RANBP1,5,R,23680079,23681798,False
AT5G58595,AT5G58595,5,R,23682880,23682963,False
AT5G58600,PMR5,5,R,23683791,23685725,False
AT5G58610,AT5G58610,5,R,23686771,23691053,False
AT5G58620,TZF9,5,F,23693340,23696222,False
AT5G58630,TRM31,5,R,23696108,23697452,False
AT5G58640,AT5G58640,5,F,23697841,23699767,False
AT5G58650,PSY1,5,R,23699708,23700226,False
AT5G58660,GA2ox9,5,F,23701467,23703988,False
AT5G58670,PLC1,5,R,23704231,23706800,False
AT5G58680,AT5G58680,5,R,23708112,23709351,False
AT5G58690,PLC5,5,R,23709529,23712131,False
AT5G58700,PLC4,5,R,23713000,23716098,False
AT5G58710,ROC7,5,F,23717775,23719765,False
AT5G58720,AT5G58720,5,R,23719702,23723137,False
AT5G58730,Mik,5,R,23723404,23725465,False
AT5G58740,NMig1,5,R,23725774,23727614,False
AT5G58750,PRISE,5,F,23728788,23730122,False
AT5G58760,DDB2,5,R,23730500,23733698,False
AT5G58770,cPT4,5,F,23734376,23735634,False
AT5G58780,cPT5,5,R,23735629,23737335,False
AT5G58782,AT5G58782,5,R,23738147,23739468,False
AT5G58784,AT5G58784,5,R,23739950,23741279,False
AT5G58787,AtAIRP4,5,F,23742450,23744619,False
AT5G58790,AT5G58790,5,F,23744876,23745981,False
AT5G58800,AT5G58800,5,R,23745883,23747274,False
AT5G58810,AT5G58810,5,F,23747962,23750853,False
AT5G58820,AT5G58820,5,F,23751956,23754773,False
AT5G58830,AT5G58830,5,F,23755775,23758684,False
AT5G58840,AT5G58840,5,F,23759003,23762059,False
AT5G58850,MYB119,5,F,23763945,23765441,False
AT5G58860,CYP86A1,5,R,23765814,23768049,False
AT5G58870,ftsh9,5,R,23769811,23773780,False
AT5G58880,AT5G58880,5,F,23775966,23779504,False
AT5G58890,AGL82,5,F,23780832,23781716,False
AT5G58900,DIV1,5,R,23783123,23785334,False
AT5G58910,AT5G58910,5,R,23789522,23791681,False
AT5G58920,AT5G58920,5,F,23793129,23794245,False
AT5G58930,OPL4,5,R,23794315,23796461,False
AT5G58940,CRCK1,5,F,23798562,23800823,False
AT5G58950,RAF36,5,R,23800928,23803673,False
AT5G58960,GIL1,5,F,23805717,23808478,False
AT5G58970,UCP2,5,R,23808461,23811258,False
AT5G58980,AtNCER3,5,R,23811449,23814683,False
AT5G58990,AT5G58990,5,F,23814993,23816143,False
AT5G59000,AT5G59000,5,F,23818184,23820237,False
AT5G59010,BSK5,5,R,23820368,23823265,False
AT5G59020,AT5G59020,5,R,23826975,23830437,False
AT5G59030,COPT1,5,R,23833728,23834511,False
AT5G59040,COPT3,5,F,23836686,23837259,False
AT5G59050,AT5G59050,5,R,23839157,23842677,False
AT5G59055,AT5G59055,5,F,23844206,23844277,False
AT5G59060,AT5G59060,5,R,23844301,23844777,False
AT5G59070,AT5G59070,5,F,23845198,23847393,False
AT5G59080,AT5G59080,5,R,23847405,23848557,False
AT5G59090,SBT4.12,5,R,23851905,23855275,False
AT5G59100,AT5G59100,5,R,23858894,23862129,False
AT5G59105,AT5G59105,5,R,23862459,23863053,False
AT5G59110,AT5G59110,5,R,23863530,23864048,False
AT5G59120,SBT4.13,5,R,23864730,23868052,False
AT5G59130,AT5G59130,5,R,23870098,23873720,False
AT5G59140,AT5G59140,5,R,23874411,23875695,False
AT5G59150,RABA2D,5,F,23876586,23878429,False
AT5G59160,TOPP2,5,F,23879337,23881688,False
AT5G59170,AT5G59170,5,F,23881988,23883122,False
AT5G59180,NRPB7,5,F,23883417,23885208,False
AT5G59190,AT5G59190,5,F,23885855,23888673,False
AT5G59200,OTP80,5,R,23888793,23890427,False
AT5G59210,AT5G59210,5,R,23890606,23893665,False
AT5G59220,HAI1,5,R,23894404,23896619,False
AT5G59230,AT5G59230,5,F,23901555,23902379,False
AT5G59240,AT5G59240,5,R,23902465,23903733,False
AT5G59250,HP59,5,F,23903892,23906977,False
AT5G59260,LecRK-II.1,5,R,23907901,23909925,False
AT5G59270,AT5G59270,5,R,23911151,23913235,False
AT5G59280,PUM16,5,R,23914141,23915139,False
AT5G59290,UXS3,5,R,23915530,23918192,False
AT5G59300,UBC7,5,R,23919597,23921304,False
AT5G59305,AT5G59305,5,F,23923201,23923910,False
AT5G59310,LTP4,5,R,23925085,23925852,False
AT5G59320,LTP3,5,F,23928971,23929745,False
AT5G59330,AT5G59330,5,F,23931318,23931889,False
AT5G59340,WOX2,5,R,23933404,23934690,False
AT5G59350,AT5G59350,5,F,23940782,23942213,False
AT5G59360,SMR113,5,R,23945345,23946430,False
AT5G59370,ACT4,5,F,23949739,23951837,False
AT5G59380,MBD6,5,F,23952261,23953707,False
AT5G59385,AT5G59385,5,F,23953942,23954013,False
AT5G59390,FDDM1,5,F,23954934,23957151,False
AT5G59395,AT5G59395,5,F,23957430,23957501,False
AT5G59400,PGRL2,5,F,23957737,23959707,False
AT5G59410,AT5G59410,5,R,23959573,23960878,False
AT5G59420,ORP3C,5,F,23961575,23964824,False
AT5G59430,TRP1,5,F,23967313,23970945,False
AT5G59440,ZEU1,5,F,23971231,23972924,False
AT5G59450,AT5G59450,5,F,23974668,23976791,False
AT5G59460,AT5G59460,5,R,23976723,23978399,False
AT5G59470,AT5G59470,5,F,23978556,23979478,False
AT5G59480,AT5G59480,5,R,23979390,23981590,False
AT5G59490,AT5G59490,5,R,23982724,23984617,False
AT5G59500,AT5G59500,5,F,23985929,23987381,False
AT5G59505,MIR172E,5,F,23988472,23988596,False
AT5G59510,RTFL5,5,F,23990074,23990696,False
AT5G59520,ZIP2,5,R,23991253,23992798,False
AT5G59530,AT5G59530,5,R,23994170,23995734,False
AT5G59540,AT5G59540,5,R,23996073,23997590,False
AT5G59550,BTL09,5,R,23998259,23999793,False
AT5G59560,SRR1,5,R,24000556,24001957,False
AT5G59570,BOA,5,F,24003888,24005512,False
AT5G59580,UGT76E1,5,R,24006079,24007689,False
AT5G59590,UGT76E2,5,R,24008983,24010649,False
AT5G59600,AT5G59600,5,R,24011000,24013025,False
AT5G59610,AT5G59610,5,F,24013165,24015071,False
AT5G59613,AT5G59613,5,R,24015394,24016610,False
AT5G59616,AT5G59616,5,F,24017511,24018077,False
AT5G59620,AT5G59620,5,R,24018936,24020605,False
AT5G59630,AT5G59630,5,R,24021433,24023925,False
AT5G59640,AT5G59640,5,F,24025992,24030772,False
AT5G59650,AT5G59650,5,F,24031346,24035100,False
AT5G59660,AT5G59660,5,F,24035687,24039979,False
AT5G59662,AT5G59662,5,R,24039142,24040411,False
AT5G59670,AT5G59670,5,F,24041494,24045652,False
AT5G59680,AT5G59680,5,F,24046792,24050801,False
AT5G59690,AT5G59690,5,F,24051552,24052143,False
AT5G59700,ANJ,5,R,24052385,24055425,False
AT5G59710,VIP2,5,F,24057407,24061918,False
AT5G59720,HSP18.2,5,F,24062577,24063277,False
AT5G59730,EXO70H7,5,R,24063877,24066170,False
AT5G59732,AT5G59732,5,F,24064478,24066154,False
AT5G59740,AT5G59740,5,R,24070051,24073055,False
AT5G59750,RIBA3,5,F,24073275,24075542,False
AT5G59760,AT5G59760,5,R,24075628,24076512,False
AT5G59770,AT5G59770,5,R,24079392,24081216,False
AT5G59780,MYB59,5,R,24082197,24083431,False
AT5G59790,SOK5,5,F,24090715,24093168,False
AT5G59800,MBD7,5,R,24094474,24096532,False
AT5G59810,SBT5.4,5,R,24096815,24100557,False
AT5G59820,RHL41,5,F,24102972,24103787,False
AT5G59830,ZIN 1,5,F,24105078,24107233,False
AT5G59840,AtRabE1b,5,R,24107215,24109251,False
AT5G59845,GASA10,5,F,24111324,24112020,False
AT5G59850,AT5G59850,5,R,24112200,24113617,False
AT5G59860,AT5G59860,5,F,24113462,24114449,False
AT5G59870,HTA6,5,R,24115381,24116220,False
AT5G59880,ADF3,5,F,24120231,24121894,False
AT5G59890,ADF4,5,F,24122412,24123912,False
AT5G59900,AT5G59900,5,R,24123983,24126706,False
AT5G59910,HTB4,5,F,24127128,24127935,False
AT5G59920,ULI3,5,F,24128756,24130888,False
AT5G59930,AT5G59930,5,F,24134526,24136496,False
AT5G59940,AT5G59940,5,F,24137412,24139367,False
AT5G59945,AT5G59945,5,R,24139946,24140019,False
AT5G59950,ALY1,5,F,24139939,24141867,False
AT5G59960,AT5G59960,5,R,24142014,24145333,False
AT5G59970,AT5G59970,5,R,24146175,24146726,False
AT5G59980,GAF1,5,F,24147207,24149783,False
AT5G59990,AT5G59990,5,R,24150983,24153084,False
AT5G60000,AT5G60000,5,R,24159331,24159780,False
AT5G60010,RbohH,5,F,24160456,24164755,False
AT5G60020,LAC17,5,F,24167996,24170462,False
AT5G60022,AT5G60022,5,R,24167141,24170261,False
AT5G60030,AT5G60030,5,R,24172082,24172975,False
AT5G60040,NRPC1,5,F,24173259,24183641,False
AT5G60050,AT5G60050,5,R,24183567,24185629,False
AT5G60060,AtFDA20,5,R,24188600,24189724,False
AT5G60070,AT5G60070,5,R,24190440,24192894,False
AT5G60080,AT5G60080,5,R,24193181,24194909,False
AT5G60090,AT5G60090,5,R,24196082,24197725,False
AT5G60100,PRR3,5,R,24197998,24201404,False
AT5G60110,PUM18,5,F,24201954,24202937,False
AT5G60120,TOE2,5,F,24207689,24211743,False
AT5G60130,AT5G60130,5,R,24211871,24213164,False
AT5G60140,REM11,5,R,24214077,24215453,False
AT5G60142,AT5G60142,5,R,24216180,24217691,False
AT5G60150,AT5G60150,5,F,24217982,24223366,False
AT5G60160,DAP1,5,R,24223716,24226883,False
AT5G60170,NOT4A,5,F,24227415,24232873,False
AT5G60180,PUM19,5,R,24233024,24234007,False
AT5G60190,AT5G60190,5,F,24234541,24236163,False
AT5G60200,TMO6,5,F,24240975,24242523,False
AT5G60210,AT5G60210,5,R,24243031,24245968,False
AT5G60220,TET4,5,F,24248957,24250065,False
AT5G60230,SEN2,5,R,24250091,24251613,False
AT5G60240,AT5G60240,5,F,24251382,24251628,False
AT5G60250,AT5G60250,5,F,24252158,24254849,False
AT5G60260,AT5G60260,5,R,24255434,24256285,False
AT5G60270,LecRK-I.7,5,F,24257745,24260043,False
AT5G60280,LecRK-I.8,5,F,24260563,24262536,False
AT5G60285,AT5G60285,5,F,24262580,24262660,False
AT5G60290,AT5G60290,5,F,24262864,24263843,False
AT5G60300,LecRK-I.9,5,F,24264622,24268029,False
AT5G60310,LecRK-I.10,5,F,24268011,24269982,False
AT5G60320,LecRK-I.11,5,F,24270808,24272835,False
AT5G60330,AT5G60330,5,R,24273128,24273634,False
AT5G60335,mtHD,5,R,24273879,24274551,False
AT5G60340,AAK6,5,R,24274962,24276055,False
AT5G60350,AT5G60350,5,F,24277730,24279147,False
AT5G60360,ALP,5,F,24279897,24282397,False
AT5G60370,EXOVL,5,F,24282838,24285033,False
AT5G60380,AT5G60380,5,F,24285920,24287808,False
AT5G60390,EF1alpha,5,F,24288658,24291020,False
AT5G60400,AT5G60400,5,R,24291140,24292162,False
AT5G60408,AT5G60408,5,F,24293093,24293298,False
AT5G60410,SIZ1,5,F,24294890,24301147,False
